Restaurant: 1-Jaskan Grilli, address: Dagmarinkatu -, 00100 Helsinki
Restaurant: Stockmann Deli (Mannerheimintie), address: Aleksanterinkatu 52, 00100 Helsinki
Restaurant: Stone's beer & burgers, address: Keskuskatu 4, 00100 Helsinki
Restaurant: Storyville, address: Museokatu 8, 00100 Helsinki
Restaurant: Street Gastro, address: Vaasakatu 13, 00500 Helsinki
Restaurant: Sturen Pizzeria, address: Sturenkatu 35, 00550 Helsinki
Restaurant: Subway Columbus, address: Vuotie 45, 00980 Helsinki
Restaurant: Subway Hakaniemi, address: Siltasaarenkatu 2, 00530 Helsinki
Restaurant: Subway Herttoniemi, address: Linnanrakentajantie 4, 00810 Helsinki
Restaurant: Subway Jätkäsaari, address: Tyynenmerenkatu 11, 00220 Helsinki
Restaurant: Subway Kluuvi, address: Aleksanterinkatu 9, 00100 Helsinki
Restaurant: Subway Konala, address: Ajomiehentie 1, 00390 Helsinki
Restaurant: Subway Lönnrotinkatu, address: Lönnrotinkatu 35, 00180 Helsinki
Restaurant: Subway Mannerheimintie, address: Mannerheimintie 56 A, 00260 Helsinki
Restaurant: Subway Mäkelänkatu, address: Mäkelänkatu 31, 00550 Helsinki
Restaurant: Subway Porthaninkatu, address: Porthaninkatu 7, 00530 Helsinki
Restaurant: Subway Ruoholahti, address: Itämerenkatu 21, 00180 Helsinki
Restaurant: Subway Sähkötalo, address: Kampinkuja 2, 00100 Helsinki
Restaurant: Sumo, address: Eerikinkatu 20, 00100 Helsinki
Restaurant: Sundmans Krog, address: Eteläranta 16, 00130 Helsinki
Restaurant: Suomiravintola, address: opastinsilta 6, 00520 Helsinki
Restaurant: Susan Grilli, address: Päivöläntie 40, 00730 Helsinki
Restaurant: Sushi Bar Rice Garden, address: Vuorikatu 16, 00100 Helsinki
Restaurant: sushi wa.gocoro, address: Runeberginkatu 63 A 21, 00260 Helsinki
Restaurant: Sushi-San, address: Munkkiniemen puistotie 21, 00330 Helsinki
Restaurant: Sushi-Sui, address: Sentnerikuja 3, 00440 Helsinki
Restaurant: Sushibar, address: Uudenmaankatu 15, 00120 Helsinki
Restaurant: Sushibar + Wine, address: Fredrikinkatu 42, 00100 Helsinki
Restaurant: Sushibar + Wine Korjaamo, address: Töölönkatu 51 a-b, 00250 Helsinki
Restaurant: Sushibar+Wine Linnanmäki, address: Linnanmäen Huvipuisto, Tivolikuja 1, 00510 Helsinki
Restaurant: Sushinroll, address: Kapteeninkatu 7, 00140 Helsinki
Restaurant: Suski, address: Ylämalmintori 3, 00700 Helsinki
Restaurant: Sven's Bakery, address: Iso Roobertinkatu 20-22, 00120 Helsinki
Restaurant: Swagatam, address: Runeberginkatu 40, 00260 Helsinki
Restaurant: Synapsian lounaskahvio, address: Nordenskiöldinkatu 18 B, 00250 Helsinki
Restaurant: Syrian Treasure Coffee, address: Kaivokatu 12 (Asematunneli), 00100 Helsinki
Restaurant: Szechuan, address: Ruusulankatu 1, 00260 helsinki
Restaurant: Sävel, address: Hämeentie 2, 00530 Helsinki
Restaurant: Tablo Ateneum, address: Kaivokatu 2-4, 00100 Helsinki
Restaurant: Taikalamppu, address: Torkkelinkatu 21, 00350 Helsinki
Restaurant: Taivis, address: Eteläinen Hesperiankatu 40, 00100 Helsinki
Restaurant: Take Sushi, address: Salomonkatu 15, 00100 Helsinki
Restaurant: Tali Café, address: Huopalahdentie 28, 00350 Helsinki
Restaurant: Talvipuutarha, address: Hammarskjöldintie 1, 00250 Helsinki
Restaurant: Tamarin, address: Iso Roobertinkatu 18, 00120 Helsinki
Restaurant: Tamarin Freda, address: Fredrikinkatu 49, 00100 Helsinki
Restaurant: Tamarin Lounge, address: Mannerheimintie 14 (Forum), 00100 Helsinki
Restaurant: Tamminiemen jäätelökauppa, address: Tamminiementie 15, 00250 Helsinki
Restaurant: Tanskalainen Voileipä Oy, address: Cygnaeuksenkatu 5, 00100 Helsinki
Restaurant: Taormina Pizza Kebab, address: Ostostie 4, 00940 Helsinki
Restaurant: Tapahtumatalo Bank, address: Unioninkatu 20, 00130 Helsinki
Restaurant: Tapanilan Starpizzza, address: Päivöläntie 24, 00730 Helsinki
Restaurant: Tapas Barcelona Helsinki, address: Mikonkatu 2, 00100 Helsinki
Restaurant: Taste Express, address: Kankiraudantie 2A, 00700 Helsinki
Restaurant: Teatteriravintola Morkku Kansallisteatteri, address: Läntinen Teatterikuja 1, 00100 Helsinki
Restaurant: Teboil Kaupintie, address: Kaupintie 19, 00440 Helsinki
Restaurant: Teboil Myllypuro, address: Myllypurontie 8, 00920 Helsinki
Restaurant: Teboil Pakila, address: Pakilantie 66, 00660 Helsinki
Restaurant: TeeMaa Tea house, address: Mechelininkatu 15, 00100 Helsinki
Restaurant: Teerenpeli Helsinki, address: Olavinkatu 2, 00100 Helsinki
Restaurant: Telsim Telepizza, address: Pakilantie 11, 00660 Helsinki
Restaurant: Tennis-Bistro Tali, address: Kutomokuja 4, 00380 Helsinki
Restaurant: Tennishallin kahvila, address: Kulosaarentie 2, 00570 Helsinki
Restaurant: Teranga, address: Tähtitorninkatu 18, 00140 Helsinki
Restaurant: Terra Nova Brasserie (Holiday Inn Helsinki), address: Messuaukio 1, 00520 Helsinki
Restaurant: Teurastamon Portti, address: Työpajankatu 2, 00580 Helsinki
Restaurant: Thai Asia Take-Away, address: Ratamestarinkatu 3, 00520 Helsinki
Restaurant: Thai Curry, address: Koskelantie 56, 00610 Helsinki
Restaurant: Thai Fast Food Du Dii (Dudii), address: Viides linja 7, 00530 Helsinki
Restaurant: Thai O cha, address: Mannerheimintie 49, 00250 Helsinki
Restaurant: Thai Orchid, address: lönnrontinkaTU27, 00180 Helsinki
Restaurant: Thai Thai - Ravintola, address: Vilppulantie 2, 00700 Helsinki
Restaurant: The Exhibitionists, address: Museokatu 28, 00100 Helsinki
Restaurant: The Pit Stop, address: Rödje-Fantsin tie 2, 00890 Helsinki
Restaurant: The Wrap and Roll Cafe, address: Mannerheimintie 87, 00270 Helsinki
Restaurant: Theron Catering Pitäjänmäki, address: Valimotie 27, 00380 Helsinki
Restaurant: Theron Catering Rantatie, address: Hermannin rantatie 8, 00580 Helsinki
Restaurant: Theron Catering Ruoholahden Tähti, address: Porkkalankatu 22, 00180 Helsinki
Restaurant: Theron Catering Sörnäinen, address: Lautatarhankatu 2 C, 00580 Helsinki
Restaurant: Théhuone, address: Eerikinkatu 10, 00100 Helsinki
Restaurant: Théhuone Korkeavuorenkatu, address: Korkeavuorenkatu 9, 00140 Helsinki
Restaurant: Tiedekahvila, KH-Catering Oy, address: Kirkkokatu 6, 00170 Helsinki
Restaurant: Time Out Cafe Pihlajamäki, address: Rapakivenkuja 9, 00710 Helsinki
Restaurant: Tina's Coffee & Takeaway, address: Kotkankatu 4, 00510 Helsinki
Restaurant: Tintin Yögrilli, address: Helsinginkatu 21, 00510 Helsinki
Restaurant: Toca, address: Unioninkatu 18, 00130 Helsinki
Restaurant: Toimitustalon Kahvio Kupoli, address: Radiokatu 5 B, 00240 Helsinki
Restaurant: Tony's Deli, address: Bulevardi 7, 00120 Helsinki
Restaurant: Toppen, address: Sörnäisten Rantatie 13 B, 8. kerros, 00530 Helsinki
Restaurant: Toripojat Kauppatorilla, address: Kauppatori, 00100 Helsinki
Restaurant: Torni, address: Kalevankatu 5, 00100 Helsinki
Restaurant: Tornitupa, address: Haapaniemenkatu 7-9 B, 00530 Helsinki
Restaurant: Tortilla House, address: Urho Kekkosen katu 1, 00100 Helsinki
Restaurant: Tortilla House - Tortilla Truck, address: Talvitauolla, 00100 Helsinki
Restaurant: Toscanini, address: Bulevardi 2, 00120 Helsinki
Restaurant: Toveri (Alppimaa), address: Castreninkatu 3, 00530 Helsinki
Restaurant: Trattoria Il Faro, address: Laivalahden puistotie 7 H 1, 00810 Helsinki
Restaurant: Trattoria Rivoletto, address: Albertinkatu 38, 00180 Helsinki
Restaurant: Trattoria Sogno, address: Töölöntorinkatu 2, 00260 Helsinki
Restaurant: Tre, address: Tulisuotie 5, 00820 Helsinki
Restaurant: Tre Viet, address: Hansakuja4-5, 00930 Helsinki
Restaurant: Tres Bones, address: Annankatu 6, 00120 Helsinki
Restaurant: Troikka, address: Caloniuksenkatu 3, 00100 Helsinki
Restaurant: Tsemppi Pubi, address: Kirstinkatu 13, 00510 Helsinki
Restaurant: Tsingdao, address: Kauppakartanontie 10, 00930 Helsinki
Restaurant: Tsingdao Restaurant, address: Kauppakartanokatu 10, 00930 Helsinki
Restaurant: Tuk Tuk, address: Vaasankatu 19, 00500 Helsinki
Restaurant: Tuomas-Grilli, address: Iso Roobertinkatu 9, 00120 Helsinki
Restaurant: Twisted Street Kitchen, address: Fredrikinkatu 58 LT 4, 00100 Helsinki
Restaurant: Tyros, address: Haukilahdenkatu 4, 00550 Helsinki
Restaurant: Töölön kahvila, address: Töölönkatu 50, 00250 Helsinki
Restaurant: Töölön torigrilli, address: Töölöntori 1, 00260 Helsinki
Restaurant: Töölönranta, address: Helsinginkatu 56, 00260 Helsinki
Restaurant: Ugly Duckling, address: Tulisuontie 1, 00820 Helsinki
Restaurant: Un Cerdo Ciego - Sokea possu, address: Kluuvin kauppakeskus, 00100 Helsinki
Restaurant: Unicafe Biokeskus, address: Viikinkaari 9, 00790 Helsinki
Restaurant: Unicafe Chemicum, address: A.I. Virtasen aukio 1, 00560 Helsinki
Restaurant: Unicafe Exactum, address: Gustaf Hällströmin katu 2b, 00560 Helsinki
Restaurant: Unicafe Kookos, address: Haapaniemenkatu 6, 00530 Helsinki
Restaurant: Unicafe Korona, address: Viikinkaari 11, 00790 Helsinki
Restaurant: Unicafe Meilahti, address: Haartmaninkatu 3, 00290 Helsinki
Restaurant: Unicafe Metsätalo, address: Fabianinkatu 39, 00170 Helsinki
Restaurant: Unicafe Olivia, address: Siltavuorenpenger 20 R, 00170 Helsinki
Restaurant: Unicafe Physicum, address: Gustaf Hällströmin katu 2, 00560 Helsinki
Restaurant: Unicafe Porthania, address: Yliopistonkatu 3, 00170 Helsinki
Restaurant: Unicafe Päärakennus, address: Fabianinkatu 33, 00170 Helsinki
Restaurant: Unicafe Rotunda, address: Unioninkatu 36, 00170 Helsinki
Restaurant: Unicafe Ruskeasuo, address: Kytösuontie 9, 00300 Helsinki
Restaurant: Unicafe Soc & kom, address: Yrjö-Koskisen katu 3, 00170 Helsinki
Restaurant: Unicafe Topelias, address: Unioninkatu 38, 00170 Helsinki
Restaurant: Unicafe Valtiotiede, address: Unioninkatu 37, 00170 Helsinki
Restaurant: Unicafe Viikuna, address: Agnes Sjöbergin katu 2, 00710 Helsinki
Restaurant: UniCafe Ylioppilasaukio, address: Mannerheimintie 3 B, 00100 Helsinki
Restaurant: Unioninkadun grilli, address: Unioninkatu / Pitkäsilta, 00170 Helsinki
Restaurant: Uppopulla, address: Mäkelänkatu 49, 00510 Helsinki
Restaurant: Urheilutalon Keilakahvio, address: Helsinginkatu 25, 00510 Helsinki
Restaurant: Vaelsa, address: Annankatu 4, 00120 Helsinki
Restaurant: Valkea talo, address: Ilkantie 4, 00401 Helsinki
Restaurant: Vanha Kalasatama, address: Parrulaituri 2, 00540 Helsinki
Restaurant: Vapiano, address: Mikonkatu 15, 00100 Helsinki
Restaurant: Vega, address: Kylänvanhimmantie 29, 00640 Helsinki
Restaurant: Verde, address: Elielinaukio 5, 00100 Helsinki
Restaurant: Vespa, address: Eteläesplanadi 22, 00130 Helsinki
Restaurant: Viherlatva, address: Asemamiehenkatu 4, 00520 Helsinki
Restaurant: Viialan kotileipomon myymälä, address: Junailijankuja 1, 00520 Helsinki
Restaurant: Viiden Pennin Krouvi, address: Mannerheimintie 55, 00250 Helsinki
Restaurant: Viikinkiravintola Harald, address: Aleksanterinkatu 21, 00100 Helsinki
Restaurant: Viisi Penniä, address: Mannerheimintie 55, 00250 Helsinki
Restaurant: Vilhon Pub, address: Vilhonvuorenkatu 5, 00500 Helsinki
Restaurant: Viljami, address: Viljatie 4, 00720 Helsinki
Restaurant: Villa Angelica, address: Tamminiementie 3, 00250 Helsinki
Restaurant: Villa Solvik, address: Solvikinkatu 4, 00990 Helsinki
Restaurant: Villa Thai, address: Bulevardi 28, 00120 Helsinki
Restaurant: Villa Villingenäs, address: Villinki, 00850 Helsinki
Restaurant: Villipuutarha, address: Kaarlenkatu 13, 00530 Helsinki
Restaurant: Vin-Vin, address: Kalevankatu 6, 00100 Helsinki
Restaurant: Viola, address: Kaisaniemenranta 2, 00170 Helsinki
Restaurant: Virgin Oil Co., address: Mannerheimintie 5, 00100 Helsinki
Restaurant: Vivapizza, address: Puustellinpolku 25, 00410 Helsinki
Restaurant: Vivi, address: Castreninkatu 10, 00530 Helsinki
Restaurant: Vltava, address: Elielinaukio 2, 00100 Helsinki
Restaurant: Voipojat, address: Veneentekijäntie 4, 00210 Helsinki
Restaurant: Vuo Pizza & Kebab, address: Vuosaarentie 8, 00980 Helsinki
Restaurant: Vuosaaren Kebab ja Pizza, address: Mustalahdentie 4, 00960 Helsinki
Restaurant: Walhalla, address: Suomenlinna A7, 00190 Helsinki
Restaurant: Wallilan kahvikellari, address: Mäkelänkatu 41, 00550 Helsinki
Restaurant: Wan Aroy, address: Roihuvuorentie 1, 00820 Helsinki
Restaurant: Wanha Mylly, address: Linnanrakentajantie 12, 00810 Helsinki
Restaurant: Wanha Pehtoori, address: Laamannintie (Haltialan tila), 00690 Helsinki
Restaurant: Wanhan Tanssikellari, address: Mannerheimintie 3, 00100 Helsinki
Restaurant: West Lake Tea House, address: Kirkkokatu 5, 00170 Helsinki
Restaurant: William K. Annankatu, address: Annankatu 3, 00120 Helsinki
Restaurant: William K. Kurvi, address: Helsinginkatu 2, 00500 Helsinki
Restaurant: William K. Mannerheimintie, address: mannerheimintie 72, 00250 Helsinki
Restaurant: William K. Tennispalatsi, address: Fredrikinkatu 65, 00100 Helsingfors
Restaurant: Wing Wah, address: Ostostie 4, 00940 Helsinki
Restaurant: Wok Up, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Wok Up Kukontori, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Woolshed, address: Töölönlahdenkatu 3 A 1, 00100 Helsinki
Restaurant: Wossikka, address: Sulkapolku 3, 00370 Helsinki
Restaurant: WTC Club, address: Aleksanterinkatu 17, 00100 Helsinki
Restaurant: Xin Yuan, address: Leiviskäpolku 4, 00440 Helsinki
Restaurant: Yeti-Nepal, address: Itämerenkatu 12, 00180 Helsinki
Restaurant: Yläkerho / Klubi 20, address: Suomenlinnan päällystökerho C 8, 00190 Helsinki
Restaurant: Yo Sushi, address: Kontulankaari 1A 46, 00940 Helsinki
Restaurant: YO! Frozen Yogurt Café, address: Vuotie 45, 00980 Helsinki
Restaurant: Yobot Frozen Yogurt, address: Runeberginkatu 54 A, 00260 Helsinki
Restaurant: YTHS-serpens, address: Töölönkatu 37, 00250 Helsinki
Restaurant: Yume, address: Kluuvikatu 2, 00100 Helsinki
Restaurant: Zaafran & Co, address: Malminkatu 24, 00100 Helsinki
Restaurant: Zakura, address: Gyldenintie 2, 00200 Helsinki
Restaurant: Zakura Sushi, address: Gyldenintie 2 B, 00200 Helsinki
Restaurant: Zaza, address: Yliskyläntie 3, 00840 Helsinki
Restaurant: Zen Sushi Kämpin galleria, address: Pohjoisesplanadi 33, 2. kerros, 00100 Helsinki
Restaurant: Zen Sushi Snellmaninkatu, address: Snellmaninkatu 16, 00100 Helsinki
Restaurant: Zetor, address: Mannerheimintie 3—5, 00100 Helsinki
Restaurant: Zinnkeller, address: Meritullinkatu 25, 00170 Helsinki
Restaurant: Zorbas, Alppila, address: Läntinen Brahenkatu 4 A, 00510 Helsinki
Restaurant: Zucchini, address: Fabianinkatu 4, 00130 Helsinki
Restaurant: Zuhat, address: Eino Leinon katu 12, 00250 Helsinki
Restaurant: Åke, address: Tyynylaavantie 20, 00980 Helsinki
