Restaurant: 1-Jaskan Grilli, address: Dagmarinkatu -, 00100 Helsinki
Restaurant: China Flavor, address: Hämeentie 109-111, 00550 Helsinki
Restaurant: China Gate, address: Runeberginkatu 63 B, 00260 Helsinki
Restaurant: China Inn, address: Hämeentie 101, 00550 Helsinki
Restaurant: Chinaman, address: Päivöläntie 21, 00730 Helsinki
Restaurant: Chjoko, address: Liisankatu 9, 00170 Helsinki
Restaurant: Ciao Caffe, address: Itämerenkatu 21, 00180 Helsinki
Restaurant: Ciao! Caffe (Forum), address: Mannerheimintie 20 B, 00100 Helsinki
Restaurant: Ciao! Caffe (Itäkeskus), address: Itäkatu 1, Itäkeskus, Bulevardi, 2.krs, 00930 Helsinki
Restaurant: Ciao! Caffe (Kiseleffin talo), address: Aleksanterinkatu 28, 00170 Helsinki
Restaurant: Ciao! Caffé & Winebar, address: Aleksanterinkatu 28 Kiseleffin talo, HELSINKI
Restaurant: Ciao!Caffe, Columbus, address: Vuotie 45, 00980 Helsinki
Restaurant: City China, address: Vuorikatu 14, 00100 Helsinki
Restaurant: City Kebab, address: Vaasankatu 19, 00500 Helsinki
Restaurant: City Pizza Kebab, address: Takkatie 7, 00380 Helsinki
Restaurant: Classic Cafe, address: Ratavartijankatu 3, 00520 Helsinki
Restaurant: Classic Hollywood Restaurant, address: Torikatu 3, 00700 Helsinki
Restaurant: Classic Pizza Helsinki Stockmann, address: Aleksanterinkatu 52, 00170 Helsinki
Restaurant: Classic Pizza Itäkeskus, address: Itäkatu 1-7, 00930 Helsinki
Restaurant: Classic Pizza Restaurant Itäkeskus, address: Itäkatu 1-7 (Kauppakeskus, Bulevardi 1), 00930 Helsinki
Restaurant: Classic Pizza Stockmann, address: Aleksanterinkatu 52, 00100 Helsinki
Restaurant: Club Aussie Bar, address: Vilhonkatu 6, 00100 Helsinki
Restaurant: Club Liberté, address: Kolmas linja 34, HELSINKI
Restaurant: Club Showroom, address: Kaivokatu 6, Helsinki
Restaurant: Club Vatican, address: Simonkatu 6, HELSINKI
Restaurant: Club Venue, address: Pohjoinen Rautatiekatu 21, Helsinki
Restaurant: CMB Ravintolat, address: Hiirakkokuja 6, Vantaa
Restaurant: Coccola, address: Tivolikuja 1, Linnanmäki, 00510 Helsinki
Restaurant: CocoVi Bar, address: Salomonkatu 5, 00100 Helsinki
Restaurant: Coffee Bar, address: Siltasaarenkatu 8-10, 00530 Helsinki
Restaurant: Coffee Bean Helsinki, address: Elimäenkatu 9, 00510 Helsinki
Restaurant: Coffee House, address: Asema-aukio 2, 00100 Helsinki
Restaurant: Coffee House Citykäytävä, address: Keskuskatu 6, 00100 Helsinki
Restaurant: Coffee House Hakaniemi Sokos, address: Siltasaarenkatu 8-10, 00530 Helsinki
Restaurant: Coffee House Kannelmäki, address: Kantelettarentie 1, 00420 Helsinki
Restaurant: Coffee House Kylä-ravintolat Kaari, address: Kantelettarentie 1, HELSINKI
Restaurant: Coffee House Ässäkeskus, address: Fleminginkatu 34, 00510 Helsinki
Restaurant: Colla Parte Music, address: Lauttasaarentie 50 E, Helsinki
Restaurant: Com Viet, address: Klaavuntie 11, 00910 Helsinki
Restaurant: Coma, address: Museokatu 18, 00100 Helsinki
Restaurant: Combo-Viihde Avoin, address: Kehtotie 4, Helsinki
Restaurant: Como, address: Simonkatu 8, Helsinki
Restaurant: Concrete Pony Productions, address: Eerikinkatu 48A 8, Helsinki
Restaurant: Copas y Tapas, address: Fabianinkatu 16, 00100 Helsinki
Restaurant: Corner Bar, address: Hietaniemenkatu 2, Helsinki
Restaurant: Corona, address: Eerikinkatu 11, Helsinki
Restaurant: Corona Baari, address: Eerikinkatu 11, HELSINKI
Restaurant: Corona Baari & Biljardi, address: Eerikinkatu 11, 00100 Helsinki
Restaurant: Country Bob, address: Sepelikuja 2, Helsinki
Restaurant: Cross-Bar, address: Alkutie 37A, Helsinki
Restaurant: Crystal Show Club, address: Lönnrotinkatu 19, Helsinki
Restaurant: Cuba cafe & Party room, address: Erottajankatu 4, HELSINKI
Restaurant: Cuba! Cafe, address: Erottajankatu 4, Helsinki
Restaurant: Cumulus Hakaniemi, address: Siltasaarenkatu 14, 00530 Helsinki
Restaurant: Cumulus Oy Hallinto, address: Hämeentie 19, HELSINKI
Restaurant: Cvart, address: Simonkatu 10, Helsinki
Restaurant: C´est La Vie Bar Cafe, address: Tehtaankatu 38, HELSINKI
Restaurant: D.D. Faux Laboratorium, address: Hämeentie 14B 46, Helsinki
Restaurant: Da Vinci (Lasipalatsi), address: Mannerheimintie 22-24, 00100 Helsinki
Restaurant: Dacca, address: Itämerenkatu 16, Helsinki
Restaurant: Dailyrace, address: Hiihtomäentie 27 B 14, Helsinki
Restaurant: Dalin Express Pizzeria, address: Ratapihantie 3 c, 00520 Helsinki
Restaurant: Danphe, address: Sturenkatu 32-34, 00550 Helsinki
Restaurant: Dansan Deli, address: Vattuniemenkatu 13, 00210 Helsinki
Restaurant: Darcor Tmi, address: Lintulahdenaukio 8 A 2, Helsinki
Restaurant: Daruma, address: Kampinkuja 2 C, 00100 Helsinki
Restaurant: Davidin Tähti Ky, address: Porslahdentie 23 K 58, Helsinki
Restaurant: Day & Nite, address: Pohjoinen Makasiinikatu 9, Helsinki
Restaurant: Day and Nite, address: Pohjoinen Makasiinikatu 7, 01300 Helsinki
Restaurant: DaYou Life restaurant, address: Itälahdenkatu 20, 00210 Helsinki
Restaurant: Decanter Wine Bar & Shop, address: Piispansilta 11, Espoo
Restaurant: Dedos Pizza & Kebab, address: Kaisaniemenkatu 4, 00100 Helsinki
Restaurant: Del Mar Herttoniemenranta, address: Neitojenpolku 21, 00810 Helsinki
Restaurant: Deli Café Maya, address: Punavuorenkatu 3, 00120 Helsinki
Restaurant: Deli Mechelininkatu ABC, address: Mechelininkatu 5, Helsinki, 00100 Helsinki
Restaurant: Deli Tuomarinkylä Helsinki, address: Yhdyskunnantie 74, 00680 Helsinki
Restaurant: Delice Gourmet, address: Kauppakeskus Sello, 3. krs., Espoo
Restaurant: Delish, address: Iso Roobertinkatu 2, 00120 Helsinki
Restaurant: Demo, address: Uudenmaankatu 9-11, 00120 Helsinki
Restaurant: Dersim Pizzeria, address: Antinkatu 2, 00100 Helsinki
Restaurant: Dilber Pizzeria, address: Riihipellonkuja 3, 00390 Helsinki
Restaurant: Dinner in the Sky LIVE 4.-9.6.2013, address: Rautatientori, 00100 Helsinki
Restaurant: Disco Enterprise, address: Haapaniemenkatu 14, Helsinki
Restaurant: Discomagneetti, address: Tontunmäentie 31C 6, Espoo
Restaurant: Discopalvelu S. Salonen, address: Fredrikinkatu 58C 47, Helsinki
Restaurant: dj mikke, address: Sateentie 8D As 138, Espoo
Restaurant: Dj Sami Montell, address: Pietarinkatu 13 B 24, Helsinki
Restaurant: Doi Thai, address: Meritullinkatu 5 B, 00170 Helsinki
Restaurant: Domino, address: Ajurinaukio 5, 00750 Helsinki
Restaurant: Domo, address: Kalevankatu 21, 00100 Helsinki
Restaurant: Domus, address: Hietaniemenkatu 14, 00100 Helsinki
Restaurant: Don Angelo, address: Kaapeliaukio 1, 00180 Helsinki
Restaurant: Don Corleone, address: Urho Kekkosen katu 1, 00100 Helsinki
Restaurant: Donghai, address: Kajaaninkatu 2, 00510 Helsinki
Restaurant: Dorff Club, address: Kämp, Helsinki
Restaurant: Dorocis Cafe, address: Ristipellontie 21, 00390 Helsinki
Restaurant: Douglas Black Heaton, address: Kilonkuja 3 B 67, Espoo
Restaurant: Dragon and Phoenix, address: Pohjoinen Makasiinikatu 1, 00130 Helsinki
Restaurant: Dragon Glory, address: Tallinnanaukio 1 B, 00930 Helsinki
Restaurant: Dragon Spring, address: Urho Kekkosen katu 4-6, 00100 Helsinki
Restaurant: Dtm, address: Mannerheimintie 6 B, Helsinki
Restaurant: Dubliner, address: Mannerheimintie 5, HELSINKI
Restaurant: Dubmarine Music, address: Vallikallionkuja 4 B 17, Espoo
Restaurant: Dubrovnik Lounge & Lobby, address: Eerikinkatu 11, HELSINKI
Restaurant: Duncker Christian Henrik, address: Mäntytie 4 A 3, Helsinki
Restaurant: Dylan, address: Hämeentie 153B, 00560 Helsinki
Restaurant: Dylan Kottby, address: Mäkitorpantie 3, 00620 Helsinki
Restaurant: Dylan Milk, address: Porkkalankatu 5, 00180 Helsinki
Restaurant: Dylan Pink, address: Kornetintie 3, 00380 Helsinki
Restaurant: Dynasty, address: Kalevankatu 23, 00100 Helsinki
Restaurant: Döner Harju, address: Fleminginkatu 23, 00500 Helsinki
Restaurant: E.K. Fast Food, address: Eerikinkatu 28, 00180 Helsinki
Restaurant: E2 Cafe, address: Eerikinkatu 12, 00100 Helsinki
Restaurant: East Asia Restaurant, address: Abraham Wetterin tie 6, 00810 Helsinki
Restaurant: East Food Corner, address: Vuotie 3, 00980 Helsinki
Restaurant: East Food Corner Kontula, address: Kurkimäentie 17, 00700 Helsinki
Restaurant: East Memo, address: Pasilankatu 8, 00240 Helsinki
Restaurant: Eddie Bar 71 Pihlis, address: Kaivonkatsojantie 3K 168, Helsinki
Restaurant: Eduskuntaravintola, address: Mannerheimintie 30, 00102 Eduskunta
Restaurant: Eerikin Kulma, address: Eerikinkatu 44, Helsinki
Restaurant: Eerikin Pippuri, address: Eerikinkatu 17, 00100 Helsinki
Restaurant: Eerikin Pippuri Forum, address: Mannerheimintie 20, Forum, pohjakerros, 00100 Helsinki
Restaurant: Eeron Keittiö, address: Vuorimiehenkatu 18, 00140 Helsinki
Restaurant: Ehon tehtaanmyymälä, address: Lämmittäjänkuja 2, 00880 Helsinki
Restaurant: Eira-Plaza, address: Jääkärinkatu 15, 00150 Helsinki
Restaurant: Ek Taide, address: Pasilanraitio 4 C 35, Helsinki
Restaurant: Ekoteekki, address: Lohitie 7 A 4, Espoo
Restaurant: El Karim, address: Koskelantie 52, 00610 Helsinki
Restaurant: Elite, address: Eteläinen Hesperiankatu 22, 00100 Helsinki
Restaurant: Elmeri Pizzeria, address: Paasivuorenkatu 1, 00530 Helsinki
Restaurant: Elmo, address: Salomonkatu 17 B, Helsinki
Restaurant: Elmo Sports & Grill, address: Salomonkatu 17, 00100 Helsinki
Restaurant: Ember Records, address: Taimistontie 4 A B 32, Helsinki
Restaurant: Empire Plaza, address: Urho Kekkosen Katu 1, Helsinki
Restaurant: Enis Pizzeria & Kebab, address: Väärämäentie 3, 00700 Helsinki
Restaurant: Enter Kaffe Kisahalli, address: Paavo Nurmen Kuja 1, 00250 Helsinki
Restaurant: Erottaja Bar, address: Erottajankatu 15-17, Helsinki
Restaurant: Erottaja Bar karaokebaari, address: Erottajankatu 15-17, HELSINKI
Restaurant: Erx, address: Näyttelijäntie 4 A 35, Helsinki
Restaurant: Eservice Bar, address: Svinhufvudintie 2 C 20, Helsinki
Restaurant: Esitystaiteen seura, address: Messitytönkatu 5A 7, Helsinki
Restaurant: Espan lava, address: Eteläesplanadi 1, Helsinki
Restaurant: Espoon Kulttuurikeskus, address: Kulttuuriaukio 2, Espoo
Restaurant: Espoon Musiikkiopisto Emo, address: Kaupinkalliontie 10, Espoon Kaupunki
Restaurant: Espresso Edge, address: Liisankatu 29, 00170 Helsinki
Restaurant: Espressobaari Mannerheimintie 6, address: Mannerheimintie 6, 00100 Helsinki
Restaurant: Euroihme Asematunneli, address: Keskuskatu 6, Helsinki
Restaurant: Europizzeria, address: Päivöläntie 24, 00730 Helsinki
Restaurant: Everest, address: Elimäenkatu 20 A, 00510 Helsinki
Restaurant: Evin, address: Ajurinaukio 5, 00750 Helsinki
Restaurant: Eväs leipä, address: Opastinsilta 12, 00520 Helsinki
Restaurant: Exacta, address: Käenkuja 8 B, Helsinki
Restaurant: Exodus Bar, address: Kaarlenkatu 10, Helsinki
Restaurant: Explorer, address: Tammasaarenkatu 1-5, 00180 Helsinki
Restaurant: Express China, address: Sörnäisten Rantatie 8, 00530 Helsinki
Restaurant: F8 Café, Stockmann 8. krs, address: Aleksanterinkatu 52, 00100 Helsinki
Restaurant: F8 Tema, Stockmann 8. krs, address: Stockmannin tavaratalo, 8 krs., Aleksanterinkatu 52, 00100 Helsinki
Restaurant: F8-ravintolamaailma, Stockmann 8. krs, address: Aleksanterinkatu 52, 00100 Helsinki
Restaurant: Fabian, address: Pohjoinen Makasiinikatu 6, HELSINKI
Restaurant: Factory Herttoniemi, address: hitsaajankatu 9 3krs,, 00810 Helsinki
Restaurant: Factory-Aleksi, address: aleksanterinkatu 13, 00100 Helsinki
Restaurant: Factory-Pitäjänmäki, address: Valimotie 13, 00380 Helsinki
Restaurant: Factory-Vallila, address: Kumpulantie 3, 00520 Helsinki
Restaurant: Fafa's Isoroba, address: Iso Roobertinkatu 2, 00120 Helsinki
Restaurant: Fafa's Kamppi, address: Pohjoinen Rautatiekatu 21, 00100 Helsinki
Restaurant: Fafa's Sörkka, address: Vilhonvuorenkatu 10, 00500 Helsinki
Restaurant: Falafel Kebab, address: Caloniuksenkatu 2, 00100 Helsinki
Restaurant: Fanny Goes to Hollywood, address: Bulevardi 40, 00120 Helsinki
Restaurant: Farang, address: Ainonkatu 3, 00100 Helsinki
Restaurant: Farouge, address: Yrjönkatu 6, 00120 Helsinki
Restaurant: Fat Mamas, address: Meripellontie 11, 00910 Helsinki
Restaurant: Fattoush, address: Eerikinkatu 9, 00100 Helsinki
Restaurant: Fazer Café Citycenter, address: Kaivokatu 8, 00100 Helsinki
Restaurant: Fazer Café Forum, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Fazer Café Munkkivuori, address: Raumantie 1, 00350 Helsinki
Restaurant: Fazer Ravintola Alma Media, address: Alvar Aallon tie 3, 00100 Helsinki
Restaurant: Feel Good Bar's, address: Vanhaistentie 1, Helsinki
Restaurant: Fellows, address: Mannerheimintie 64, Helsinki
Restaurant: Felt Bay Pub, address: Tilkanvierto 7, HELSINKI
Restaurant: FeltBay, address: Tilkanvierto 7, Helsinki
Restaurant: Fenix, address: Eerikinkatu 14, Helsinki
Restaurant: Fennia, address: Kauppakeskus Sello, Espoo
Restaurant: Festium, address: Pohjoinen Hesperiankatu 9, Helsinki
Restaurant: Fever Bar & Club, address: Annankatu 32, Helsinki
Restaurant: Fillari, address: Pakilantie 11, Helsinki
Restaurant: Fills Kitchen & Bar, address: Mikonkatu 19, 00100 Helsinki
Restaurant: Fin Pizzeria, address: Soidintie 8, 00700 Helsinki
Restaurant: Finn Pizza, address: Varhelantie 3, 00970 Helsinki
Restaurant: Fino Bar & Grill, address: Malmin kauppatie 18, 00700 Helsinki
Restaurant: Fino-Bar & Grill, address: Malmin kauppatie 18, HELSINKI
Restaurant: FishMarket, address: Pohjoisesplanadi 17, 00170 Helsinki
Restaurant: Flair, address: Fredrikinkatu 65, Helsinki
Restaurant: FLQ, address: Tallinnanaukio 4, 00930 Helsinki
Restaurant: Flying Dutch, address: pitkänsillanranta 2, 00530 Helsinki
Restaurant: Flying Dutch / Pikku Dami, address: Pitkänsillanranta, 00530 Helsinki
Restaurant: Fokka Holiday Inn, address: Sulhasenkuja 3, 00180 Helsinki
Restaurant: Folkhälsan Senioritalon ravintola, address: Mannerheimintie 97, 00280 Helsinki
Restaurant: Food investment Finland, address: Uotinmäentie 3A, Helsinki
Restaurant: Food Lab, address: Keskuskatu 6, HELSINKI
Restaurant: Food Spot, address: Mikonkatu 8, 00100 Helsinki
Restaurant: Fotoinfo Pekka Punkari, address: Maistraatinkatu 5 E 94, Helsinki
Restaurant: Four Seasons Salads & Delicatesses, address: Kapteeninkatu 24, 00140 Helsinki
Restaurant: Foxy Bear, address: Kettutie 2, 00800 Helsinki
Restaurant: Fransmanni Kluuvikatu, address: Kluuvikatu 8, 00100 Helsinki
Restaurant: Fratello Torrefazione, address: Yliopistonkatu 6, 00100 Helsinki
Restaurant: Freese Coffee Co., address: Freesenkatu 5, 00100 Helsinki
Restaurant: Frendi, address: Vanha Viertotie, Helsinki
Restaurant: Friday Music Bar, address: Keskuskatu 6, Helsinki
Restaurant: Frutti di Mare, address: Porvoonkatu 23, 00510 Helsinki
Restaurant: Fu Shun Lou, address: asiakkaankatu 11, 00930 Helsinki
Restaurant: Fubuki Sushi, address: Pursimiehenkatu 8, 00150 Helsinki
Restaurant: Fuku, address: Fredrikinkatu 36, 00100 Helsinki
Restaurant: Fulbari, address: Munkkisaarenkatu 6, 00150 Helsinki
Restaurant: Full House, address: Runeberginkatu 34, 00260 Helsinki
Restaurant: Funky Amigos, address: Kaasutehtaankatu 1, Helsinki
Restaurant: Funky Burger, address: Kauppakeskus Ainoa, 2. krs, Espoo
Restaurant: Funky Kitchen, address: Tivolikuja 1, 00510 Helsinki
Restaurant: Funky Kitchen Linnanmäki, address: Tivolikuja 1, HELSINKI
Restaurant: G.W.Sundmans, address: Eteläranta 16, 00130 Helsinki
Restaurant: Gaijin, address: Bulevardi 6, 00120 Helsinki
Restaurant: Galerie Natali, address: Malminkatu 32 F 38, Helsinki
Restaurant: Galleria Jangva, address: Uudenmaankatu 4-6, Helsinki
Restaurant: Galleria Keidas - common table Kallio, address: Fleminginkatu 7, 00530 Helsinki
Restaurant: Galleria-ravintola Wellamo, address: Laivastokatu 18, 00160 Helsinki
Restaurant: Gandi, address: Toivonkatu 1-3, 00250 Helsinki
Restaurant: Garam & Vermiglio Catering (Pasilan Urheiluhallin Lounas), address: Radiokatu 22, 00240 Helsinki
Restaurant: Gastone, address: Korkeavuorenkatu 45, 00130 Helsinki
Restaurant: Gastrobar Emo, address: Kasarmikatu 44, 00130 Helsinki
Restaurant: Gate1, address: Helsinki-Malmin Lentoasema, 00700 Helsinki
Restaurant: Geronimo, address: Kaupinkalliontie 7, Espoo
Restaurant: Gimme Wood, address: Annankatu 31-33 E, Helsinki
Restaurant: Giselle Tea & Café, address: Aleksanterinkatu 28, 00180 Helsinki
Restaurant: Glen J Nelson Photography, address: Raisiontie 9A 14, Helsinki
Restaurant: GLO Art Kitchen, address: Lönnrotinkatu 29, 00180 Helsinki
Restaurant: Globe, address: Kluuvikatu 4, 00100 Helsinki
Restaurant: Gloria Kulttuuriareena, address: Pieni Roobertinkatu 12-14, Helsinki
Restaurant: Goce Bar & Kitchen, address: Yrjönkatu 18, 00120 Helsinki
Restaurant: Gold Lion, address: Runeberginkatu 8, 00100 Helsinki
Restaurant: Golden Classics Car Show & Cafe, address: Tyynenmerenkatu 6, HELSINKI
Restaurant: Golden Flake Bar, address: Kauppakeskus Forum, 1. krs, Helsinki
Restaurant: Golden Pizza Kebab, address: Vanhaistentie 3, 00420 Helsinki
Restaurant: Golden Rax Pizzabuffet, address: Mikonkatu 8, 00100 Helsinki
Restaurant: Gongi Tuotanto, address: Puistokaari 15A 3, Helsinki
Restaurant: Good Life Coffee, address: Vilhonvuorenkatu 7-9, 00500 Helsinki
Restaurant: Goodwin the Steak House, address: Eteläranta 14, 00130 Helsinki
Restaurant: Gottland Deli & Cafe, address: Pihlajatie 8, 00270 Helsinki
Restaurant: Gran Delicato Galleria Esplanad, address: Pohjoisesplanadi 29, 00100 Helsinki
Restaurant: Gran Delicato Kalevankatu, address: Kalevankatu 34, 00180 Helsinki
Restaurant: Gran Delicato Take Away Fredrikinkatu, address: Fredrikinkatu 27, 00120 Helsinki
Restaurant: Grand Casino-Fennia Salonki, address: Mikonkatu 19, Helsinki
Restaurant: Grand Casino-Fills Kitchen & Bar, address: Mikonkatu 19, Helsinki
Restaurant: Grand Shanghai, address: Ateneuminkuja 2, 00100 Helsinki
Restaurant: Grande Grill, address: Aleksanterinkatu 15, 00100 Helsinki
Restaurant: Graniittilinna, address: Säästöpankinranta 6, 00530 Helsinki
Restaurant: Grill It!, address: Runeberginkatu 2, 00100 Helsinki
Restaurant: Grillsson, address: Hämeentie 19, 00500 Helsinki
Restaurant: Gringos Locos Helsinki, address: Mannerheimintie 17, 00250 Helsinki
Restaurant: Grotesk, address: Ludviginkatu 8-10, 00130 Helsinki
Restaurant: Grotesk Wine Bar, address: Erottajankatu 13, 00130 Helsinki
Restaurant: Guangzhou Yuan, address: Lastenkodinkuja 1, 00180 Helsinki
Restaurant: Gyosai-Sushi, address: Runeberginkatu 40, 00260 Helsinki
Restaurant: Haa-Re, address: Kaivosvoudintie 3B 26, Vantaa
Restaurant: Haagan Pizza-Kebab, address: Huovitie 6, 00400 Helsinki
Restaurant: Haagan Pizzapalvelu, address: Laajasuontie 8, 00320 Helsinki
Restaurant: Habanero, address: Itämerenkatu 21, 00180 Helsinki
Restaurant: Habibi (Forum), address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Habibi Deli, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Habibi Kamppi, address: Malminrinne 6, 00100 Helsinki
Restaurant: Hakaniemen Hallikahvila, 2. krs, address: Hakaniemen kauppahalli, 00530 Helsinki
Restaurant: Hakaniemen Hallikahvilat ky, 1. krs, address: Hakaniemen kauppahalli 75, 00530 Helsinki
Restaurant: Hakaniemenrannan grilli, address: Mäkelänkatu, 00550 Helsinki
Restaurant: Hakila Mikko Tmi, address: Siltasaarenkatu 15 D 107, Helsinki
Restaurant: Hakis Pub Gazal, address: Sörnäisten rantatie 10, HELSINKI
Restaurant: Hakola Ida Tmi, address: Kustaankatu 5 A 24, Helsinki
Restaurant: Halikarnas, address: Ruoholahdenkatu 18, 00180 Helsinki
Restaurant: Halkka Antti Tmi, address: Vänrikki Stoolinkatu 126 A 10, Helsinki
Restaurant: Halviala, address: Arkadiankatu 18 A 11, Helsinki
Restaurant: Hampuris Herttoniemi, address: Laivalahdenkatu, 00880 Helsinki
Restaurant: Hampuris Kyläsaarenkatu, address: Kyläsaarenkatu 9, 00580 Helsinki
Restaurant: Hampuris Metsälä, address: Niittylänpolku, 00620 Helsinki
Restaurant: Hampuris Puotila, address: Puotilan venesatama, 00910 Helsinki
Restaurant: Hampuris Sörnäinen, address: Sörnäisten rantatie 17-18, 00530 Helsinki
Restaurant: Hanami, address: Kalevankatu 47, 00180 Helsinki
Restaurant: Hanhijoki Siro Marjatta, address: Juhannusruusunkuja 3 A 42, Helsinki
Restaurant: Hanko Sushi Forum, address: Kauppakeskus Forum, Mannerheimintie 14–20, 3. kerros, 00100 Helsinki
Restaurant: Hanko Sushi Herttoniemi, address: Hitsaajankatu 12, 00810 Helsinki
